ID,CT,MS,MC,B_Depth,LAT_ACCEL,LONG_ACCEL,E_Status,A_Depth,F_Economy,Inhibit,Elevation,HR
Train_00000,-0.0662265494465828,2.767420768737793,-0.2789611518383026,0,-0.5200000000000005,3.469446951953614e-18,1,0,8.953111677663767,D,8.188899993896484,81.4575
Train_00001,0.0119939101859927,-4.496171105014143e-23,-0.0746911838650703,0,0.2437500000000001,0.1074999999999994,1,0,7.9999999984,D,9.45168685913086,79.1544
Train_00002,-0.2229288667440414,1.1823634601917515e-24,0.0,0,0.056,0.0639999999999998,1,0,9.8823529392,D,9.726454734802246,75.9721
Train_00003,-0.198842778801918,-2.527556896209717,-0.3157848417758941,0,-0.2153333333333333,0.0680000000000001,0,0,32.843813380855174,D,7.720025539398193,90.05799999999999
Train_00004,1.0478434562683103,58.1940803527832,-2.5350303649902344,0,-0.2675000000000005,0.1800000000000001,0,0,33.8823529344,D,7.907762050628662,76.964
Train_00005,-0.7429767847061157,-166.53449249267578,0.2962786853313446,0,0.1059999999999994,0.4379999999999995,0,18,33.8823529344,D,10.23561477661133,86.4072
Train_00006,-0.8125263452529907,4.993684683540778e-07,1.2987301349639893,55,0.078,0.0680000000000002,0,0,33.778564050446114,D,8.912342071533203,76.86240000000001
Train_00007,-0.2289444953203201,2.06921935081482,-0.0781289637088775,0,0.0499999999999989,0.6857142857142853,0,0,33.8823529344,D,8.287989616394043,76.815
Train_00008,-0.3339743912220001,0.0,-0.363250732421875,0,0.1874999999999995,0.14,0,0,33.8823529344,D,9.216468811035156,76.26
Train_00009,0.3556257784366607,70.99858093261719,-1.443189412355423,0,0.0485714285714285,0.1457142857142848,0,0,9.705882351,D,8.245617866516113,87.4823
Train_00010,-1.495478272438049,36.73442459106445,4.333474159240723,0,0.1307142857142848,1.2614285714285711,0,25,33.8823529344,D,10.22568798065186,72.6707
Train_00011,-0.2605446577072143,0.0,0.3144585490226745,0,0.05,0.0066666666666659,1,0,9.8823529392,D,9.288179397583008,82.0108
Train_00012,-0.1422964483499527,-6.822482828283682e-05,-0.5587174892425537,0,0.040999999999999,0.1290000000000004,1,0,5.88235294,D,9.786581993103027,72.9801
Train_00013,-0.2361678928136825,-0.0026412976440042,-0.25530606508255,0,0.266428571428571,0.0721428571428573,1,0,5.9397869372094485,D,9.777724266052246,79.8836
Train_00014,0.9992147088050842,-70.62075805664062,-2.6295158863067627,0,0.0571428571428571,0.0128571428571425,1,0,9.8823529392,D,9.75199031829834,85.4504
Train_00015,-0.1148884147405624,-0.1222485825419426,-0.7397024035453796,0,0.6759090909090906,-0.3000000000000005,0,0,33.8823529344,D,8.01926326751709,73.2782
Train_00016,-0.0171323958784341,-17.788969039916992,-1.4211437702178955,0,0.5078571428571421,2.8857142857142866,1,72,15.053536018139326,D,10.02660942077637,80.7786
Train_00017,-0.4119217991828918,-2.9246034622192383,1.2688761949539185,0,-0.1575000000000002,0.1575000000000001,1,0,4.1539933038081305,D,7.778133869171143,82.6467
Train_00018,-0.4554533660411834,-10.758423209190369,-0.419038563966751,0,1.0399999999999998,-1.4200000000000006,1,0,5.88235294,D,8.608380317687988,82.783
Train_00019,-1.3407897353172302,37.701486587524414,3.5916965007781982,0,0.0874999999999998,0.1774999999999997,0,0,33.8823529344,D,10.23525428771973,75.4122
Train_00020,-0.1674550473690033,-14.543893814086914,-2.6686906814575195,0,-0.2649999999999997,1.71,1,37,32.969368385924426,D,8.143840789794922,81.2324
Train_00021,-0.2513047158718109,0.0,0.0746911838650703,0,0.0199999999999998,0.2566666666666665,1,0,9.8823529392,D,9.787758827209473,75.8875
Train_00022,-0.2283250093460083,0.0,0.3789132833480835,40,0.0683333333333335,0.08,0,0,33.8823529344,D,8.891054153442383,76.7171
Train_00023,-0.2184332311153412,0.0,0.4746520817279815,0,0.0185714285714281,0.0557142857142846,1,0,6.8235294104,D,9.796666145324709,80.5088
Train_00024,-0.2929700314998626,-8.416258373638862e-31,-0.3172174394130707,0,0.3370000000000003,0.0630000000000004,1,0,6.298146654663014,D,9.793560981750488,79.771
Train_00025,-0.2563388049602508,-8.866150232594835e-27,-0.9030482769012452,0,-0.0139999999999996,0.1759999999999997,1,0,5.88235294,D,9.77561855316162,74.383
Train_00026,-1.579053282737732,30.41975784301757,2.9773051738739014,0,0.1383333333333335,2.942499999999999,1,59,27.848621960699298,D,8.8215913772583,77.95
Train_00027,-0.3535321801900863,-0.0406719278544187,-0.2796300500631332,0,0.2612499999999992,0.1249999999999993,1,0,9.8823529392,D,9.291102409362791,81.9756
Train_00028,-0.7842726111412048,-1.4870579434500542e-05,1.2687017917633057,0,0.190999999999999,1.6729999999999998,1,50,6.346829639677923,D,9.90931510925293,72.67
Train_00029,-0.6390455365180969,47.591102600097656,1.3228542804718018,0,0.1069999999999996,0.1799999999999995,1,0,9.8823529392,D,9.429169654846191,78.0281
Train_00030,-0.6537774205207825,-81.89592742919922,1.7255666255950928,0,0.7105555555555547,2.242222222222223,1,67,11.452717793688606,D,7.876613140106201,73.489
Train_00031,0.8241479396820068,-68.67582702636719,-1.6403217315673828,0,-0.1650000000000009,2.4449999999999994,1,58,11.620719927438806,D,8.77895736694336,84.3213
Train_00032,-1.496551752090454,21.906902313232425,2.477138042449951,0,0.1125000000000002,1.5974999999999997,1,51,3.9999999992,D,9.81522274017334,72.67
Train_00033,1.3478366136550903,-55.52889633178711,-2.40762710571289,0,-0.2441666666666673,-0.1116666666666672,1,0,5.88235294,D,8.299009323120117,78.2718
Train_00034,-0.2620120942592621,-7.2241058349609375,-1.4051756262779236,0,0.08,0.0600000000000005,0,0,33.8823529344,D,9.753716468811035,77.7856
Train_00035,-0.2448077052831649,-1.470880076405164e-27,-0.9216579794883728,0,0.0499999999999998,0.08,0,0,21.461176466296003,D,9.770304679870604,84.6216
Train_00036,0.1025450378656387,-8.163599967956543,-0.2756885588169098,0,0.156111111111111,0.5022222222222227,1,0,6.8235294104,D,8.644793510437012,81.64139999999999
Train_00037,-0.2823575437068939,0.0,0.370087206363678,0,0.2583333333333331,0.2200000000000006,1,0,5.88235294,D,9.080047607421877,75.5598
Train_00038,-0.3338753879070282,-6.647131840509246e-07,-0.9666514992713928,0,0.209999999999999,0.0499999999999989,0,0,33.8823529344,D,8.68308162689209,77.5752
Train_00039,-0.3502755761146545,0.0,-0.3536147475242615,0,0.0599999999999995,-0.0616666666666668,1,0,1.2843137252333334,D,9.818049430847168,71.9588
Train_00040,-0.3499863147735595,-14.233874320983888,-0.7385900616645813,0,-0.08,0.0824999999999999,0,0,33.8823529344,D,9.419021606445312,78.98
Train_00041,-0.2636010274291038,-48.16218376159668,-3.3196167945861816,53,0.0469999999999989,0.1430000000000004,0,0,33.8823529344,D,8.249011993408203,73.43900000000001
Train_00042,-0.0714821795170956,-0.2055793049648648,-0.0671879561109976,38,0.1024999999999995,-0.0099999999999997,0,0,33.8823529344,D,10.23367977142334,77.2271
Train_00043,2.1850743293762207,-126.10128784179688,-4.245428085327148,0,0.1727272727272727,0.0118181818181817,0,0,33.8823529344,D,9.750076293945312,85.0192
Train_00044,-1.7786972522735596,-133.32583618164062,3.177093505859375,0,0.2141666666666662,2.591666666666667,1,61,18.492950895669424,D,7.906093120574951,108.3153
Train_00045,-1.1255003809928894,44.46516418457031,2.1734161972999573,0,0.3866666666666669,0.0583333333333337,0,0,33.8823529344,D,8.764505386352539,77.07
Train_00046,-0.29820716381073,-3.0896044336259365e-05,-1.8036785125732424,0,0.2160000000000001,0.0580000000000001,1,0,5.88235294,D,9.134809494018556,78.2818
Train_00047,-0.0282905679196119,-16.651874542236328,-1.597110629081726,0,-0.1225,0.25,1,0,6.8235294104,D,8.089715957641602,77.053
Train_00048,-0.888331949710846,82.27505493164062,2.32936954498291,0,-0.0766666666666667,0.0999999999999996,0,0,33.8823529344,D,8.321932792663574,76.62
Train_00049,-0.5446467399597168,14.086736679077148,2.289484024047852,0,0.2061538461538452,-0.0138461538461533,0,0,33.8823529344,D,9.56130027770996,78.996
Train_00050,-1.0241813659667969,11.070122718811035,3.2400505542755127,0,-0.1750000000000007,0.1649999999999991,0,0,33.489747892461715,D,8.323493003845215,75.738
Train_00051,-0.3358490467071533,0.0104350368492305,0.3983782082796097,0,0.1166666666666662,1.069999999999999,1,0,1.8823529408,D,8.988120079040527,85.07759999999999
Train_00052,-0.3764024674892425,-11.848190307617188,-2.9231364727020264,0,0.1499999999999993,0.527142857142857,1,24,4.340184265609639,D,8.02902603149414,73.63839999999999
Train_00053,0.1995440274477005,25.16056251525879,1.8774701356887813,0,0.3214285714285712,0.1471428571428568,0,0,33.8823529344,D,8.31395149230957,88.71
Train_00054,-0.2975612878799438,0.0,-0.2792832553386688,0,0.2699999999999991,-0.0400000000000004,1,0,9.8823529392,D,9.769696235656738,75.6439
Train_00055,-0.0981679186224937,-13.140159606933594,-0.8248001337051392,0,-0.1333333333333339,0.9800000000000004,0,28,33.8823529344,D,8.319262504577637,76.6068
Train_00056,0.0360976532101631,-152.33615112304688,-4.6727495193481445,45,-0.0142857142857144,-0.0299999999999993,0,0,33.8823529344,D,8.146263122558594,75.577
Train_00057,-0.6492783427238464,-1.986012193810893e-06,0.3772426843643188,0,0.5500000000000003,0.4899999999999993,0,0,12.227086180865117,D,8.366486549377441,75.128
Train_00058,-0.2065853625535964,0.0,0.1905911155045032,1,0.0219047619047613,0.0780952380952381,0,0,33.8823529344,P,8.914090156555176,79.33279999999999
Train_00059,-0.4677194356918335,-15.128215789794922,-0.8877911567687988,0,0.2394444444444446,0.08,1,0,5.88235294,D,9.317842483520508,72.10239999999999
Train_00060,-0.8963578939437866,-49.25193405151367,2.5440776348114014,0,0.0399999999999999,0.3250000000000002,3,0,7.553475934318182,D,8.387184143066406,76.25739999999999
Train_00061,-0.3589073270559311,0.0,0.0488455295562743,0,-0.2400000000000002,0.2699999999999996,1,0,5.88235294,D,9.317557334899902,73.276
Train_00062,-0.0972829386591911,18.152999877929688,-0.5285598039627075,0,0.2324999999999999,0.0775,1,0,6.8235294104,D,9.363763809204102,78.29010000000001
Train_00063,0.5900492668151855,-5.359417895417573e-21,-0.8369952440261841,0,0.1792857142857141,0.5042857142857138,1,0,6.8235294104,D,9.319031715393066,77.256
Train_00064,-0.7893352210521698,-0.7355561554431915,1.8289915919303887,0,0.3850000000000002,0.1649999999999999,1,0,10.367959947863833,D,8.432149887084961,77.0575
Train_00065,-0.1951320767402649,0.0,0.2792699635028839,41,-0.1600000000000001,-0.0675000000000002,1,0,0.0,P,8.129250526428223,78.028
Train_00066,-0.2470943853259086,0.0,0.5070196986198425,46,0.0990909090909087,0.0190909090909086,0,0,33.8823529344,D,10.23541831970215,76.6556
Train_00067,-0.4197067320346832,0.0,1.1435468196868896,1,0.042999999999999,0.0869999999999998,0,0,33.8823529344,P,8.914090156555176,79.2625
Train_00068,-0.0088981045410037,42.920501708984375,-4.956229209899902,0,-0.4850000000000003,0.1100000000000003,1,0,4.264970852353153,D,8.088088989257812,88.34
Train_00069,-0.2055022567510604,0.0,0.181578904390335,0,0.0899999999999998,0.0999999999999996,1,0,6.8235294104,D,9.765267372131348,80.5552
Train_00070,-2.019783973693848,40.765419006347656,3.657312393188477,0,0.1649999999999996,0.2950000000000005,1,0,8.9411764688,D,9.293868064880373,76.2821
Train_00071,0.1199021600186824,10.09013056755066,-1.5262157320976255,0,0.0,0.4369999999999994,1,0,9.516339867377775,D,8.44412612915039,74.8888
Train_00072,-0.2414209246635437,0.0,-0.181578904390335,0,0.1063636363636361,0.0836363636363636,0,0,33.8823529344,D,9.011696815490724,78.6752
Train_00073,-0.5517764687538147,-25.619489669799805,-1.0907738208770752,0,-0.2200000000000006,0.0,1,0,9.8823529392,D,8.06782054901123,81.01310000000001
Train_00074,-0.1783275604248047,9.24136734008789,-0.5548031330108643,0,-0.2320000000000002,0.6369999999999999,1,0,9.8823529392,D,8.306427001953125,117.7693
Train_00075,-0.4125185310840606,15.11301612854004,0.5468425154685974,0,0.2270000000000002,-0.3590000000000003,1,0,10.163187853754838,D,8.251875877380371,75.528
Train_00076,-0.3408987522125244,-1.3466386446431883e-14,-0.8378098607063293,0,0.1874999999999999,0.0675000000000003,0,0,33.8823529344,D,9.750615119934082,74.3975
Train_00077,-0.2418965548276901,0.0,0.0,0,0.2227272727272726,0.10090909090909,1,0,9.8823529392,D,9.750136375427246,80.5244
Train_00078,-0.5218522101640701,-13.645252227783203,-0.7897309064865112,0,0.3218749999999996,0.2856250000000002,0,0,33.8823529344,D,8.43779468536377,76.7952
Train_00079,-0.1591027677059173,-3.492476224899292,-1.338327169418335,0,-0.0550000000000001,0.1175000000000001,1,0,5.405288719911926,D,7.894235134124756,74.9713
Train_00080,-0.3946961164474487,-7.415651204212281e-09,0.1057381629943847,0,0.0976923076923075,0.0561538461538465,0,0,33.8823529344,D,9.332083702087402,74.27
Train_00081,-0.5499351024627686,8.018462806171256e-16,0.2746106088161468,0,0.1474999999999999,0.3099999999999996,0,0,33.8823529344,D,9.801077842712402,76.57
Train_00082,0.7610242366790771,7.376757621765137,-0.2778582274913788,0,-0.1633333333333333,0.0966666666666669,1,0,10.8235294096,D,7.798861980438232,73.4
Train_00083,-0.3701137900352478,21.498083114624023,-0.5296799540519714,0,-0.0700000000000006,0.4840000000000003,1,0,6.8235294104,D,8.067809104919434,86.28450000000001
Train_00084,0.5554377734661102,-11.034438610076904,-0.9510235786437988,0,0.4557142857142857,-0.2671428571428569,1,0,9.8823529392,D,8.019594192504883,83.1045
Train_00085,-0.0156501308083534,5.90259313583374,-2.446235418319702,0,-0.25,2.0900000000000007,1,61,20.666226036844943,D,8.058884620666504,75.9994
Train_00086,-0.3483452200889587,0.0753991454839706,0.0,0,0.1670000000000004,0.057,0,0,33.8823529344,D,9.346391677856444,79.231
Train_00087,-1.2852410078048706,31.769250869750977,2.289416790008545,0,0.0074999999999994,0.0099999999999993,0,0,33.8823529344,D,9.332311630249023,80.8541
Train_00088,-1.2612308263778689,-0.527430534362793,1.284855604171753,0,-0.2200000000000006,-0.9700000000000006,1,0,8.9411764688,D,9.3187255859375,76.2632
Train_00089,-0.2997991144657135,0.0,-0.6562970876693726,0,0.2471428571428572,0.0571428571428563,1,0,9.8823529392,D,9.161016464233398,75.3288
Train_00090,-1.077154517173767,44.75606155395508,2.2580037117004395,0,0.0049999999999998,0.1349999999999997,0,0,33.8823529344,D,8.770645141601562,77.3815
Train_00091,0.1817935109138488,-5.395274639129639,1.116865158081055,0,0.8499999999999996,2.42,1,67,11.814982400854705,D,8.152359962463379,82.1123
Train_00092,-1.4166131019592283,15.599592208862305,3.361000299453736,0,0.0683333333333333,0.316666666666667,0,0,33.8823529344,D,8.602663040161133,72.10650000000001
Train_00093,-1.6289962530136108,15.923748016357422,5.334829807281494,0,-0.0244444444444438,0.3694444444444444,0,0,33.8823529344,D,8.209744453430176,76.1337
Train_00094,0.2021989822387695,3.800774335861206,1.143106460571289,0,0.0239999999999991,-0.1700000000000002,0,0,33.23711339541443,D,8.486227989196777,87.5217
Train_00095,-0.1728625148534774,-104.02570343017578,0.5837435126304626,0,-0.4012500000000008,0.7050000000000003,0,0,33.8823529344,D,8.437843322753906,87.18
Train_00096,-0.2453516945242881,-1.04617674878682e-06,-0.0905110985040664,0,0.0633333333333327,0.0322222222222214,1,0,5.88235294,D,9.033191680908203,73.92250000000001
Train_00097,0.1527294367551803,5.71493294948599e-18,0.0070074498653411,0,0.2266666666666671,0.0816666666666666,0,0,33.8823529344,D,9.753443717956545,80.65
Train_00098,-0.3748544156551361,3.034684320241815e-13,0.8643990755081177,1,0.0399999999999991,0.0725000000000001,0,0,33.8823529344,P,8.914090156555176,79.3102
Train_00099,-0.1664295047521591,0.4595063924789428,-1.1906507015228271,0,-0.5700000000000007,-0.0087500000000004,0,0,26.980392151466667,D,8.097959518432617,74.9428
Train_00100,-2.473294496536255,99.39137268066406,6.683882713317871,0,-0.0271428571428568,0.0464285714285705,0,0,33.8823529344,D,8.842253684997559,80.7489
Train_00101,-0.232462853193283,0.0,-0.2792699635028839,0,0.1249999999999996,0.0616666666666671,0,0,33.33155079547272,D,8.977413177490234,78.7256
Train_00102,-0.3738195896148681,-8.592531230533496e-06,0.2114782780408859,0,0.3649999999999993,-0.3375000000000003,1,0,4.291271346390323,D,8.299372673034668,82.9518
Train_00103,-0.1936921179294586,0.0,0.1953821033239364,0,0.0216666666666661,0.0633333333333337,0,0,33.8823529344,P,8.914372444152832,77.87639999999999
Train_00104,-0.4028186202049255,-0.3458895683288574,-0.6428414583206177,0,0.1709999999999998,2.0175,1,36,10.812051647765854,D,9.811216354370115,80.03880000000001
Train_00105,-0.6288349628448486,-0.0003285422280896,-0.1043105870485305,0,-0.0328571428571434,2.8057142857142856,1,73,2.8235294112000004,D,9.824186325073242,75.5365
Train_00106,-0.5507112145423889,-40.92770385742188,3.481628894805908,0,0.5999999999999996,0.0099999999999992,1,0,6.8235294104,D,8.069890022277832,86.265
Train_00107,-0.8500828742980957,-16.66873550415039,2.2739531993865967,0,-0.0250000000000003,3.465,1,73,8.584213170731626,D,8.26078987121582,82.2187
Train_00108,-0.2618379294872284,-2.6537498327289244e-12,-0.7332345247268677,0,0.167272727272727,0.096363636363636,1,0,6.177348550125373,D,9.021673202514648,78.0
Train_00109,-0.1369638890027999,12.33636369369924,-0.4699026942253113,0,-0.4620000000000001,0.4399999999999995,1,0,10.082393931166552,D,8.34015941619873,72.68560000000001
Train_00110,-0.526233047246933,-46.33408737182617,-0.4720165729522705,0,0.0074999999999997,1.3799999999999994,0,27,32.395556358481734,D,8.28271770477295,78.16290000000001
Train_00111,-0.0729205086827278,-75.19184875488281,0.643156886100769,51,0.0899999999999998,0.0600000000000005,0,0,33.8823529344,D,8.88569450378418,77.938
Train_00112,-0.4873788952827453,-0.2095530778169632,-0.1354952305555343,0,0.3974999999999995,0.0899999999999998,0,0,33.8823529344,D,9.350693702697754,79.7692
Train_00113,-0.5765648186206818,-17.025033831596375,1.309360533952713,0,-0.9050000000000002,-0.5575000000000001,1,0,7.178800231528713,D,8.28671932220459,75.0765
Train_00114,0.0340354740619659,-121.82051849365234,-0.6312529444694519,0,0.0890000000000002,2.13,1,60,12.648529409235,D,8.251530647277832,74.745
Train_00115,-0.8627777099609375,9.476823806762695,4.622052192687988,0,0.1600000000000001,0.3149999999999995,1,8,3.9999999992,D,8.101014137268066,89.71300000000001
Train_00116,0.7915482521057129,-18.207375049591064,-1.2292014360427856,0,-0.0550000000000006,-0.1550000000000002,0,0,33.8823529344,D,8.0471830368042,75.817
Train_00117,-0.27374067902565,-1.2502911699127873e-21,0.1953821033239364,0,0.1012499999999993,0.0075,1,0,5.88235294,D,9.10853672027588,73.78
Train_00118,1.1810768842697144,6.445876598358154,-1.4650843143463137,0,0.1774999999999997,0.064166666666667,1,0,5.88235294,D,9.75322437286377,74.80399999999999
Train_00119,-0.8289319276809692,3.504541746224277e-05,0.279230922460556,0,0.0866666666666665,0.1800000000000003,0,0,33.8823529344,D,9.751256942749023,76.57
Train_00120,-0.3476330935955047,-0.0011961674317717,-0.1017929762601852,0,0.4399999999999995,0.0,1,0,5.88235294,D,9.34331512451172,72.1102
Train_00121,-0.3166162073612213,0.0,-0.2790441513061523,0,0.121249999999999,0.075,1,0,9.8823529392,D,9.67300796508789,75.78
Train_00122,-0.0818647723644971,169.4486083984375,2.69748318195343,0,0.1476923076923069,0.0667307692307695,1,0,5.88235294,D,9.751652717590332,74.84299999999999
Train_00123,-0.2274813055992126,-0.1261766254901885,-0.1399297527968883,0,0.2237500000000003,0.0412499999999992,1,0,6.8235294104,D,9.770378112792969,80.52
